,name,symbol,has_intraday,has_eod,country,acronym,country_code,city
8784,Drive Shack Inc,DS,False,True,USA,NYSE,US,New York
8785,SEACOR Marine Holdings Inc,SMHI,False,True,USA,NYSE,US,New York
8786,Party City Holdco Inc,PRTY,False,True,USA,NYSE,US,New York
8787,MOGU Inc,MOGU,False,True,USA,NYSE,US,New York
8788,Taiwan Liposome Company Ltd,TLC,False,True,USA,NASDAQ,US,New York
8789,MainStreet Bancshares Inc,MNSB,False,True,USA,NASDAQ,US,New York
8790,Container Store Group Inc,TCS,False,True,USA,NYSE,US,New York
8791,Ardmore Shipping Corp,ASC,False,True,USA,NYSE,US,New York
8792,Hill International Inc,HIL,False,True,USA,NYSE,US,New York
8793,Fluent Inc,FLNT,False,True,USA,NASDAQ,US,New York
8794,InnerWorkings Inc,INWK,False,True,USA,NASDAQ,US,New York
8795,LSI Industries Inc,LYTS,False,True,USA,NASDAQ,US,New York
8796,Tri County Financial Group Inc,TYFG,False,True,USA,OTC,US,New York
8797,G. Willi-Food International Ltd,WILC,False,True,USA,NASDAQ,US,New York
8798,Gaslog Partners LP,GLOP,False,True,USA,NYSE,US,New York
8799,Esquire Financial Holdings Inc,ESQ,False,True,USA,NASDAQ,US,New York
8800,DZS Inc,DZSI,False,True,USA,NASDAQ,US,New York
8801,First Northwest Bancorp,FNWB,False,True,USA,NASDAQ,US,New York
8802,Luokung Technology Corp,LKCO,False,True,USA,NASDAQ,US,New York
8803,SNDL Inc,SNDL,False,True,USA,NASDAQ,US,New York
8804,Bright Mountain Media Inc,BMTM,False,True,USA,OTC,US,New York
8805,36Kr Holdings Inc,KRKR,False,True,USA,NASDAQ,US,New York
8806,China Finance Online Co. Ltd,JRJC,False,True,USA,NASDAQ,US,New York
8807,Natural Resource Partners LP,NRP,False,True,USA,NYSE,US,New York
8808,Bridgford Foods Corporation,BRID,False,True,USA,NASDAQ,US,New York
8809,Millendo Therapeutics Inc,MLND,False,True,USA,NASDAQ,US,New York
8810,Gold Reserve Inc - Class A,GDRZF,False,True,USA,OTC,US,New York
8811,Ovid Therapeutics Inc,OVID,False,True,USA,NASDAQ,US,New York
8812,Advanced Emissions Solutions Inc,ADES,False,True,USA,NASDAQ,US,New York
8813,Borr Drilling Ltd,BORR,False,True,USA,NYSE,US,New York
8814,County Bancorp Inc,ICBK,False,True,USA,NASDAQ,US,New York
8815,Falcon Minerals Corp - Class A,FLMN,False,True,USA,NASDAQ,US,New York
8816,First Guaranty Bancshares Inc,FGBI,False,True,USA,NASDAQ,US,New York
8817,Chemung Financial Corp,CHMG,False,True,USA,NASDAQ,US,New York
8818,California First Leasing Corp,CFNB,False,True,USA,OTC,US,New York
8819,AYR STRATEGIES INC.,AYRSF,False,True,USA,OTC,US,New York
8820,American Superconductor Corp,AMSC,False,True,USA,NASDAQ,US,New York
8821,Overseas Shipholding Group Inc - Class A,OSG,False,True,USA,NYSE,US,New York
8822,BGSF Inc,BGSF,False,True,USA,NYSE,US,New York
8823,Entravision Communications Corp - Class A,EVC,False,True,USA,NYSE,US,New York
8824,X4 Pharmaceuticals Inc,XFOR,False,True,USA,NASDAQ,US,New York
8825,Amplify Energy Corp,AMPY,False,True,USA,NYSE,US,New York
8826,TELA Bio Inc,TELA,False,True,USA,NASDAQ,US,New York
8827,MVC Capital Inc,MVC,False,True,USA,NYSE,US,New York
8828,Pixelworks Inc,PXLW,False,True,USA,NASDAQ,US,New York
8829,Schultze Special Purpose Acquisition Corp II - Cla,SAMA,False,True,USA,NASDAQ,US,New York
8830,Professional Holding Corp - Class A,PFHD,False,True,USA,NASDAQ,US,New York
8831,Windtree Therapeutics Inc,WINT,False,True,USA,OTC,US,New York
8832,Natural Grocers by Vitamin Cottage Inc,NGVC,False,True,USA,NYSE,US,New York
8833,Crimson Wine Group Ltd,CWGL,False,True,USA,OTC,US,New York
8834,Northeast Bank,NBN,False,True,USA,NASDAQ,US,New York
8835,Hovnanian Enterprises Inc - Class A,HOV,False,True,USA,NYSE,US,New York
8836,Veritiv Corp,VRTV,False,True,USA,NYSE,US,New York
8837,Tailored Brands Inc,TLRD,False,True,USA,NYSE,US,New York
8838,Townsquare Media Inc - Class A,TSQ,False,True,USA,NYSE,US,New York
8839,Saga Communications Inc - Class A,SGA,False,True,USA,NASDAQ,US,New York
8840,Alta Equipment Group Inc - Class A,ALTG,False,True,USA,NYSE,US,New York
8841,NL Industries Inc,NL,False,True,USA,NYSE,US,New York
8842,Dyadic International Inc DE,DYAI,False,True,USA,NASDAQ,US,New York
8843,NewAge Inc,NBEV,False,True,USA,NASDAQ,US,New York
8844,Nature`s Sunshine Products Inc,NATR,False,True,USA,NASDAQ,US,New York
8845,Wanda Sports Group Co Ltd,WSG,False,True,USA,NASDAQ,US,New York
8846,Beyond Air Inc,XAIR,False,True,USA,NASDAQ,US,New York
8847,Viemed Healthcare Inc,VMD,False,True,USA,NASDAQ,US,New York
8848,Peoples Bancorp Of North Carolina Inc,PEBK,False,True,USA,NASDAQ,US,New York
8849,Hamilton Beach Brands Holding Co - Class A,HBB,False,True,USA,NYSE,US,New York
8850,Graham Corp,GHM,False,True,USA,NYSE,US,New York
8851,Harrow Health Inc,HROW,False,True,USA,NASDAQ,US,New York
8852,Eastern Company,EML,False,True,USA,NASDAQ,US,New York
8853,Consol Energy Inc,CEIX,False,True,USA,NYSE,US,New York
8854,Gamida Cell Ltd,GMDA,False,True,USA,NASDAQ,US,New York
8855,Brainstorm Cell Therapeutics Inc,BCLI,False,True,USA,NASDAQ,US,New York
8856,Redhill Biopharma,RDHL,False,True,USA,NASDAQ,US,New York
8857,Quarterhill Inc,QTRHF,False,True,USA,OTC,US,New York
8858,Allegro Merger Corp,ALGR,False,True,USA,NASDAQ,US,New York
8859,Ocwen Financial Corp,OCN,False,True,USA,NYSE,US,New York
8860,Nemaura Medical Inc,NMRD,False,True,USA,NASDAQ,US,New York
8861,GSI Technology Inc,GSIT,False,True,USA,NASDAQ,US,New York
8862,Geospace Technologies Corp,GEOS,False,True,USA,NASDAQ,US,New York
8863,Strongbridge Biopharma plc,SBBP,False,True,USA,NASDAQ,US,New York
8864,Prudential Bancorp Inc,PBIP,False,True,USA,NASDAQ,US,New York
8865,Bank7 Corp,BSVN,False,True,USA,NASDAQ,US,New York
8866,Priority Technology Holdings Inc,PRTH,False,True,USA,NASDAQ,US,New York
8867,First United Corporation,FUNC,False,True,USA,NASDAQ,US,New York
8868,Cambium Networks Corp,CMBM,False,True,USA,NASDAQ,US,New York
8869,Mackinac Financial Corp,MFNC,False,True,USA,NASDAQ,US,New York
8870,Alberton Acquisition Corp,ALAC,False,True,USA,NASDAQ,US,New York
8871,United Security Bancshares (CA),UBFO,False,True,USA,NASDAQ,US,New York
8872,Tyme Technologies Inc,TYME,False,True,USA,NASDAQ,US,New York
8873,Paratek Pharmaceuticals Inc,PRTK,False,True,USA,NASDAQ,US,New York
8874,Eloxx Pharmaceuticals Inc,ELOX,False,True,USA,NASDAQ,US,New York
8875,51 Talk Online Education Group,COE,False,True,USA,NYSE,US,New York
8876,Moneygram International Inc,MGI,False,True,USA,NASDAQ,US,New York
8877,Middlefield Banc Corp,MBCN,False,True,USA,NASDAQ,US,New York
8878,GlycoMimetics Inc,GLYC,False,True,USA,NASDAQ,US,New York
8879,Gordon Pointe Acquisition Corp,GPAQ,False,True,USA,NASDAQ,US,New York
8880,Clearfield Inc,CLFD,False,True,USA,NASDAQ,US,New York
8881,Riverview Bancorp Inc,RVSB,False,True,USA,NASDAQ,US,New York
8882,Castlight Health Inc - Class B,CSLT,False,True,USA,NYSE,US,New York
8883,Pulse Biosciences Inc,PLSE,False,True,USA,NASDAQ,US,New York
8884,CB Financial Services Inc,CBFV,False,True,USA,NASDAQ,US,New York
8885,Cyberoptics Corp,CYBE,False,True,USA,NASDAQ,US,New York
8886,Avianca Holdings SA ADR,AVH,False,True,USA,NYSE,US,New York
8887,Gencor Industries Inc,GENC,False,True,USA,NASDAQ,US,New York
8888,Provident Financial Holdings Inc,PROV,False,True,USA,NASDAQ,US,New York
8889,First Savings Financial Group Inc,FSFG,False,True,USA,NASDAQ,US,New York
8890,Genprex Inc,GNPX,False,True,USA,NASDAQ,US,New York
8891,Angle,ANPCY,False,True,USA,OTC,US,New York
8892,Fortress Biotech Inc,FBIO,False,True,USA,NASDAQ,US,New York
8893,Sandfire Resources America Inc,SRAFF,False,True,USA,OTC,US,New York
8894,Solid Biosciences Inc,SLDB,False,True,USA,NASDAQ,US,New York
8895,iAnthus Capital Holdings Inc,ITHUF,False,True,USA,OTC,US,New York
8896,AXT Inc,AXTI,False,True,USA,NASDAQ,US,New York
8897,ComSovereign Holding Corp,COMS,False,True,USA,OTC,US,New York
8898,Jianpu Technology Inc,JT,False,True,USA,NYSE,US,New York
8899,Kura Sushi USA Inc - Class A,KRUS,False,True,USA,NASDAQ,US,New York
8900,Fincera Inc,YUANF,False,True,USA,OTC,US,New York
8901,Soleno Therapeutics Inc,SLNO,False,True,USA,NASDAQ,US,New York
8902,Oconee Federal Financial Corp,OFED,False,True,USA,NASDAQ,US,New York
8903,Whiting Petroleum Corp (New),WLL,False,True,USA,NYSE,US,New York
8904,Aerkomm Inc,AKOM,False,True,USA,OTC,US,New York
8905,Berkshire Bancorp Inc,BERK,False,True,USA,OTC,US,New York
8906,Avenue Therapeutics Inc,ATXI,False,True,USA,NASDAQ,US,New York
8907,Malvern Bancorp Inc,MLVF,False,True,USA,NASDAQ,US,New York
8908,Summit Midstream Partners LP,SMLP,False,True,USA,NYSE,US,New York
8909,DIRTT Environmental Solutions Ltd,DRTT,False,True,USA,NASDAQ,US,New York
8910,Pacific Mercantile Bancorp,PMBC,False,True,USA,NASDAQ,US,New York
8911,Fang Holdings Ltd,SFUN,False,True,USA,NYSE,US,New York
8912,Franklin Financial Services Corp,FRAF,False,True,USA,NASDAQ,US,New York
8913,OP Bancorp,OPBK,False,True,USA,NASDAQ,US,New York
8914,Ideaya Biosciences Inc,IDYA,False,True,USA,NASDAQ,US,New York
8915,California Bancorp,CALB,False,True,USA,OTC,US,New York
8916,SB Financial Group Inc,SBFG,False,True,USA,NASDAQ,US,New York
8917,Aptorum Group Ltd - Class A,APM,False,True,USA,NASDAQ,US,New York
8918,Liberty Health Sciences Inc,LHSIF,False,True,USA,OTC,US,New York
8919,Ohio Valley Banc Corp,OVBC,False,True,USA,NASDAQ,US,New York
8920,Orion Energy Systems Inc,OESX,False,True,USA,NASDAQ,US,New York
8921,Acro Biomedical Co Ltd,ACBM,False,True,USA,OTC,US,New York
8922,First Northern Community Bancorp,FNRN,False,True,USA,OTC,US,New York
8923,Antibe Therapeutics Inc,ATBPF,False,True,USA,OTC,US,New York
8924,First Western Financial Inc,MYFW,False,True,USA,NASDAQ,US,New York
8925,Pro Farm Group Inc,MBII,False,True,USA,NASDAQ,US,New York
8926,Suncrest Bank,SBKK,False,True,USA,OTC,US,New York
8927,X Financial,XYF,False,True,USA,NYSE,US,New York
8928,Mayville Engineering Company Inc,MEC,False,True,USA,NYSE,US,New York
8929,OFS Capital Corp,OFS,False,True,USA,NASDAQ,US,New York
8930,BlackRock Municipal Income Investment Trust,BBF,False,True,USA,NYSE,US,New York
8931,Mountain Comm Bancorp Inc,MCBI,False,True,USA,OTC,US,New York
8932,Excelsior Mining Corp,EXMGF,False,True,USA,OTC,US,New York
8933,Fennec Pharmaceuticals Inc,FENC,False,True,USA,NASDAQ,US,New York
8934,Andina Acquisition Corp III,ANDA,False,True,USA,NASDAQ,US,New York
8935,Yatra Online Inc,YTRA,False,True,USA,NASDAQ,US,New York
8936,R.R. Donnelley & Sons Company,RRD,False,True,USA,NYSE,US,New York
8937,B Communications Ltd,BCOM,False,True,USA,NASDAQ,US,New York
8938,Marquette National Corp,MNAT,False,True,USA,OTC,US,New York
8939,Elevate Credit Inc,ELVT,False,True,USA,NYSE,US,New York
8940,Safe Bulkers Inc,SB,False,True,USA,NYSE,US,New York
8941,Bear Creek Mining Corp,BCEKF,False,True,USA,OTC,US,New York
8942,Old Point Financial Corp,OPOF,False,True,USA,NASDAQ,US,New York
8943,Ceragon Networks Ltd,CRNT,False,True,USA,NASDAQ,US,New York
8944,Just Energy Group Inc,JE,False,True,USA,NYSE,US,New York
8945,Aquestive Therapeutics Inc,AQST,False,True,USA,NASDAQ,US,New York
8946,Gaia Inc - Class A,GAIA,False,True,USA,NASDAQ,US,New York
8947,Lovesac Company,LOVE,False,True,USA,NASDAQ,US,New York
8948,Seachange International Inc,SEAC,False,True,USA,NASDAQ,US,New York
8949,Galectin Therapeutics Inc,GALT,False,True,USA,NASDAQ,US,New York
8950,First Community Corp,FCCO,False,True,USA,NASDAQ,US,New York
8951,Sequans Communications S.A,SQNS,False,True,USA,NYSE,US,New York
8952,Five Prime Therapeutics Inc,FPRX,False,True,USA,NASDAQ,US,New York
8953,Liquidity Services Inc,LQDT,False,True,USA,NASDAQ,US,New York
8954,First Financial Northwest Inc,FFNW,False,True,USA,NASDAQ,US,New York
8955,China Index Holdings Ltd,CIH,False,True,USA,NASDAQ,US,New York
8956,Aptinyx Inc,APTX,False,True,USA,NASDAQ,US,New York
8957,IMV Inc,IMV,False,True,USA,NASDAQ,US,New York
8958,Ellington Residential Mortgage REIT,EARN,False,True,USA,NYSE,US,New York
8959,Alpine Income Property Trust Inc,PINE,False,True,USA,NYSE,US,New York
8960,ObsEva SA.,OBSV,False,True,USA,NASDAQ,US,New York
8961,Hawthorn Bancshares Inc,HWBK,False,True,USA,NASDAQ,US,New York
8962,Noble Corp Plc - Class A,NE,False,True,USA,NYSE,US,New York
8963,Trecora Resources,TREC,False,True,USA,NYSE,US,New York
8964,Danaos Corporation,DAC,False,True,USA,NYSE,US,New York
8965,GNC Holdings Inc,GNC,False,True,USA,NYSE,US,New York
8966,SharpSpring Inc,SHSP,False,True,USA,NASDAQ,US,New York
8967,DELMAR BANCORP,DBCP,False,True,USA,OTC,US,New York
8968,Oak Valley Bancorp,OVLY,False,True,USA,NASDAQ,US,New York
8969,ContraFect Corp,CFRX,False,True,USA,NASDAQ,US,New York
8970,Olympic Steel Inc,ZEUS,False,True,USA,NASDAQ,US,New York
8971,Purple Innovation Inc - Class A,PRPL,False,True,USA,NASDAQ,US,New York
8972,Celyad Oncology,CYAD,False,True,USA,NASDAQ,US,New York
8973,Enochian Biosciences Inc,ENOB,False,True,USA,NASDAQ,US,New York
8974,NeuBase Therapeutics Inc,NBSE,False,True,USA,NASDAQ,US,New York
8975,vTv Therapeutics Inc - Class A,VTVT,False,True,USA,NASDAQ,US,New York
8976,Intevac Inc,IVAC,False,True,USA,NASDAQ,US,New York
8977,Information Services Group Inc,III,False,True,USA,NASDAQ,US,New York
8978,China Customer Relations Centers Inc,CCRC,False,True,USA,NASDAQ,US,New York
8979,Medallion Financial Corp,MFIN,False,True,USA,NASDAQ,US,New York
8980,Bogota Financial Corp,BSBK,False,True,USA,NASDAQ,US,New York
8981,LAIX Inc,LAIX,False,True,USA,NYSE,US,New York
8982,PowerFleet Inc,PWFL,False,True,USA,NASDAQ,US,New York
8983,Tetra Technologies Inc,TTI,False,True,USA,NYSE,US,New York
8984,Colony Bankcorp Inc,CBAN,False,True,USA,NASDAQ,US,New York
8985,Patriot One Technologies Inc,PTOTF,False,True,USA,OTC,US,New York
8986,Kentucky Bancshares Inc,KTYB,False,True,USA,OTC,US,New York
8987,PCTEL Inc,PCTI,False,True,USA,NASDAQ,US,New York
8988,Bel Fuse Inc - Class B,BELFB,False,True,USA,NASDAQ,US,New York
8989,Lakeland Industries Inc,LAKE,False,True,USA,NASDAQ,US,New York
8990,Union Bankshares Inc,UNB,False,True,USA,NASDAQ,US,New York
8991,Sierra Oncology Inc,SRRA,False,True,USA,NASDAQ,US,New York
8992,Rayonier Advanced Materials Inc,RYAM,False,True,USA,NYSE,US,New York
8993,Liquidia Corp,LQDA,False,True,USA,NASDAQ,US,New York
8994,Standard AVB Financial Corp,STND,False,True,USA,NASDAQ,US,New York
8995,BP Prudhoe Bay Royalty Trust,BPT,False,True,USA,NYSE,US,New York
8996,Jumei International Holding Ltd,JMEI,False,True,USA,NYSE,US,New York
8997,Embassy Bancorp Inc,EMYB,False,True,USA,OTC,US,New York
8998,Eagle Bancorp Montana Inc,EBMT,False,True,USA,NASDAQ,US,New York
8999,NanoXplore Inc,NNXPF,False,True,USA,OTC,US,New York
9000,Alithya Group Inc - Class A - Class A (Sub Voting),ALYA,False,True,USA,NASDAQ,US,New York
9001,Lifetime Brands Inc,LCUT,False,True,USA,NASDAQ,US,New York
9002,Nabriva Therapeutics Plc,NBRV,False,True,USA,NASDAQ,US,New York
9003,Hebron Technology Company Ltd,HEBT,False,True,USA,NASDAQ,US,New York
9004,Inspired Entertainment Inc,INSE,False,True,USA,NASDAQ,US,New York
9005,Opes Acquisition Corp,OPES,False,True,USA,NASDAQ,US,New York
9006,Citizens Community Bancorp Inc MD,CZWI,False,True,USA,NASDAQ,US,New York
9007,Notox Technologies Corp,NTOX,False,True,USA,OTC,US,New York
9008,BlackRock Municipal Income Investment Quality Trus,BAF,False,True,USA,NYSE,US,New York
9009,PhaseBio Pharmaceuticals Inc,PHAS,False,True,USA,NASDAQ,US,New York
9010,IntriCon Corporation,IIN,False,True,USA,NASDAQ,US,New York
9011,Commercial Vehicle Group Inc,CVGI,False,True,USA,NASDAQ,US,New York
9012,,SYNL,False,True,USA,NASDAQ,US,New York
9013,Allied Corp,ALID,False,True,USA,OTC,US,New York
9014,FNCB Bancorp Inc,FNCB,False,True,USA,NASDAQ,US,New York
9015,Cheetah Mobile Inc,CMCM,False,True,USA,NYSE,US,New York
9016,Meridian Corp,MRBK,False,True,USA,NASDAQ,US,New York
9017,Eastman Kodak Company,KODK,False,True,USA,NYSE,US,New York
9018,NioCorp Developments Ltd,NIOBF,False,True,USA,OTC,US,New York
9019,Briggs Stratton Corp,BGG,False,True,USA,NYSE,US,New York
9020,Spark Energy Inc - Class A,SPKE,False,True,USA,NASDAQ,US,New York
9021,Plumas Bancorp.,PLBC,False,True,USA,NASDAQ,US,New York
9022,Centric Brands Inc,CTRC,False,True,USA,NASDAQ,US,New York
9023,Ferroglobe Plc,GSM,False,True,USA,NASDAQ,US,New York
9024,Cymabay Therapeutics Inc,CBAY,False,True,USA,NASDAQ,US,New York
9025,Ramaco Resources Inc,METC,False,True,USA,NASDAQ,US,New York
9026,Fonar Corp,FONR,False,True,USA,NASDAQ,US,New York
9028,SuRo Capital Corp,SSSS,False,True,USA,NASDAQ,US,New York
9029,Tupperware Brands Corporation,TUP,False,True,USA,NYSE,US,New York
9030,ServiceSource International Inc,SREV,False,True,USA,NASDAQ,US,New York
9031,Mustang Bio Inc,MBIO,False,True,USA,NASDAQ,US,New York
9032,Aravive Inc,ARAV,False,True,USA,NASDAQ,US,New York
9033,Cyclerion Therapeutics Inc,CYCN,False,True,USA,NASDAQ,US,New York
9034,DHI Group Inc,DHX,False,True,USA,NYSE,US,New York
9035,ENB Financial Corp,ENBP,False,True,USA,OTC,US,New York
9036,Croghan Bancshares Inc,CHBH,False,True,USA,OTC,US,New York
9037,Nuzee Inc,NUZE,False,True,USA,OTC,US,New York
9038,PSB Holdings Inc (WI),PSBQ,False,True,USA,OTC,US,New York
9039,Bel Fuse Inc - Class A,BELFA,False,True,USA,NASDAQ,US,New York
9040,Limestone Bancorp Inc,LMST,False,True,USA,NASDAQ,US,New York
9041,Natural Gas Services Group Inc,NGS,False,True,USA,NYSE,US,New York
9042,Salisbury Bancorp Inc,SAL,False,True,USA,NASDAQ,US,New York
9043,Asure Software Inc,ASUR,False,True,USA,NASDAQ,US,New York
9044,Ionix Technology Inc,IINX,False,True,USA,OTC,US,New York
9045,HighPoint Resources Corp,HPR,False,True,USA,NYSE,US,New York
9046,Brainsway Ltd,BWAY,False,True,USA,NASDAQ,US,New York
9047,POET Technologies Inc,POETF,False,True,USA,OTC,US,New York
9048,Pangaea Logistics Solutions Ltd,PANL,False,True,USA,NASDAQ,US,New York
9049,Vince Holding Corp,VNCE,False,True,USA,NYSE,US,New York
9050,Earthstone Energy Inc - Class A,ESTE,False,True,USA,NYSE,US,New York
9051,Intellicheck Inc,IDN,False,True,USA,NASDAQ,US,New York
9052,NWTN Inc - Units (1 Ord 1 Right & 1 Warrant),ESSCU,False,True,USA,NASDAQ,US,New York
9053,Orange County Bancorp Inc,OCBI,False,True,USA,OTC,US,New York
9054,Northwest Biotherapeutics Inc,NWBO,False,True,USA,OTC,US,New York
9055,Pacific Financial Corp,PFLC,False,True,USA,OTC,US,New York
9056,Clearside Biomedical Inc,CLSD,False,True,USA,NASDAQ,US,New York
9057,Twin Disc Incorporated,TWIN,False,True,USA,NASDAQ,US,New York
9058,Lmp Automotive Holdings Inc,LMPX,False,True,USA,NASDAQ,US,New York
9059,Marchex Inc - Class B,MCHX,False,True,USA,NASDAQ,US,New York
9060,InflaRx N.V.,IFRX,False,True,USA,NASDAQ,US,New York
9061,Green Organic Dutchman Holdings Ltd,TGODF,False,True,USA,OTC,US,New York
9062,Applied Genetic Technologies Corp,AGTC,False,True,USA,NASDAQ,US,New York
9063,Adamas Pharmaceuticals Inc,ADMS,False,True,USA,NASDAQ,US,New York
9064,KushCo Holdings Inc,KSHB,False,True,USA,OTC,US,New York
9065,J. Alexanders Holdings Inc,JAX,False,True,USA,NYSE,US,New York
9066,Acelrx Pharmaceuticals Inc,ACRX,False,True,USA,NASDAQ,US,New York
9067,Acacia Research Corp,ACTG,False,True,USA,NASDAQ,US,New York
9068,Erytech Pharma,ERYP,False,True,USA,NASDAQ,US,New York
9069,Altus Midstream Co - Class A,ALTM,False,True,USA,NASDAQ,US,New York
9070,Novo Integrated Sciences Inc,NVOS,False,True,USA,OTC,US,New York
9071,Pzena Investment Management Inc - Class A,PZN,False,True,USA,NYSE,US,New York
9072,Titan International Inc,TWI,False,True,USA,NYSE,US,New York
9073,Citizens Holding Company,CIZN,False,True,USA,NASDAQ,US,New York
9074,Ascot Resources Ltd,AOTVF,False,True,USA,OTC,US,New York
9075,Avalon GloboCare Corp,AVCO,False,True,USA,NASDAQ,US,New York
9076,Capitala Finance Corp,CPTA,False,True,USA,NASDAQ,US,New York
9077,Radcom,RDCM,False,True,USA,NASDAQ,US,New York
9078,Rhinebeck Bancorp Inc,RBKB,False,True,USA,NASDAQ,US,New York
9079,Manitex International Inc,MNTX,False,True,USA,NASDAQ,US,New York
9080,Flexsteel Industries Inc,FLXS,False,True,USA,NASDAQ,US,New York
9081,Empresa Distribuidora y Comercial Norte S.A.,EDN,False,True,USA,NYSE,US,New York
9082,VAALCO Energy Inc,EGY,False,True,USA,NYSE,US,New York
9083,Harvard Bioscience Inc,HBIO,False,True,USA,NASDAQ,US,New York
9084,Potbelly Corp,PBPB,False,True,USA,NASDAQ,US,New York
9085,Chimerix Inc,CMRX,False,True,USA,NASDAQ,US,New York
9086,Corvus Pharmaceuticals Inc,CRVS,False,True,USA,NASDAQ,US,New York
9087,Lyons Bancorp Inc,LYBC,False,True,USA,OTC,US,New York
9088,PBBI,PBBI,False,True,USA,NASDAQ,US,New York
9089,Aleafia Health Inc,ALEAF,False,True,USA,OTC,US,New York
9090,"BAY BANKS OF VIRGINIA, INC.",BAYK,False,True,USA,OTC,US,New York
9091,Ultralife Corp,ULBI,False,True,USA,NASDAQ,US,New York
9092,Summit Therapeutics Inc,SMMT,False,True,USA,NASDAQ,US,New York
9093,BNCCorp Inc,BNCC,False,True,USA,OTC,US,New York
9094,Liberated Syndication Inc,LSYN,False,True,USA,OTC,US,New York
9095,Galmed Pharmaceuticals Ltd,GLMD,False,True,USA,NASDAQ,US,New York
9096,Alaska Communications Systems Group Inc,ALSK,False,True,USA,NASDAQ,US,New York
9097,TravelCenters of America Inc,TA,False,True,USA,NASDAQ,US,New York
9098,San Juan Basin Royalty Trust,SJT,False,True,USA,NYSE,US,New York
9099,EDAP TMS S.A.,EDAP,False,True,USA,NASDAQ,US,New York
9100,Eagle Financial Services Inc,EFSI,False,True,USA,OTC,US,New York
9101,Silvercrest Asset Management Group Inc - Class A,SAMG,False,True,USA,NASDAQ,US,New York
9102,AgroFresh Solutions Inc,AGFS,False,True,USA,NASDAQ,US,New York
9103,MIDAS GOLD CORP,MDRPF,False,True,USA,OTC,US,New York
9104,Sunlands Technology Group,STG,False,True,USA,NYSE,US,New York
9105,Culp Inc,CULP,False,True,USA,NYSE,US,New York
9106,Escalade Inc,ESCA,False,True,USA,NASDAQ,US,New York
9107,Happiness Development Group Ltd - Class A,HAPP,False,True,USA,NASDAQ,US,New York
9108,Pacific Green Technologies Inc,PGTK,False,True,USA,OTC,US,New York
9109,Vaxart Inc,VXRT,False,True,USA,NASDAQ,US,New York
9110,Pingtan Marine Enterprise Ltd,PME,False,True,USA,NASDAQ,US,New York
9111,Riverview Financial Corp,RIVE,False,True,USA,NASDAQ,US,New York
9112,Capital Properties Inc - Class A,CPTP,False,True,USA,OTC,US,New York
9113,Westbury Bancorp Inc,WBBW,False,True,USA,OTC,US,New York
9114,Vantiva SA,TCLRY,False,True,USA,OTC,US,New York
9115,Meritage Hospitality Group Inc,MHGU,False,True,USA,OTC,US,New York
9116,Landmark Bancorp Inc,LARK,False,True,USA,NASDAQ,US,New York
9117,Savara Inc,SVRA,False,True,USA,NASDAQ,US,New York
9118,Cidara Therapeutics Inc,CDTX,False,True,USA,NASDAQ,US,New York
9119,First Advantage Bancorp,FABK,False,True,USA,OTC,US,New York
9120,Scully Royalty Ltd,SRL,False,True,USA,NYSE,US,New York
9121,Enzo Biochem Inc,ENZ,False,True,USA,NYSE,US,New York
9122,BondBloxx Bloomberg One Year Target Duration US Tr,XONE,False,True,USA,NASDAQ,US,New York
9123,New Home Company Inc (The),NWHM,False,True,USA,NYSE,US,New York
9124,Aldeyra Therapeutics Inc,ALDX,False,True,USA,NASDAQ,US,New York
9125,Montage Resources Corp,MR,False,True,USA,NYSE,US,New York
9126,Chesapeake Financial Shares Inc,CPKF,False,True,USA,OTC,US,New York
9127,Nine Energy Service Inc,NINE,False,True,USA,NYSE,US,New York
9128,EMPIRE BANCORP INC. (NY),EMPK,False,True,USA,OTC,US,New York
9129,Orion Group Holdings Inc,ORN,False,True,USA,NYSE,US,New York
9130,Sunrise Energy Metals Ltd,CTEQF,False,True,USA,OTC,US,New York
9131,Pacific Drilling SA,PACD,False,True,USA,NYSE,US,New York
9132,OptimizeRx Corp,OPRX,False,True,USA,NASDAQ,US,New York
9133,Research Frontiers Inc,REFR,False,True,USA,NASDAQ,US,New York
9134,Travelzoo,TZOO,False,True,USA,NASDAQ,US,New York
9135,StealthGas Inc,GASS,False,True,USA,NASDAQ,US,New York
9136,Cassava Sciences Inc,SAVA,False,True,USA,NASDAQ,US,New York
9137,Eton Pharmaceuticals Inc,ETON,False,True,USA,NASDAQ,US,New York
9138,Medicrea International,MRNTF,False,True,USA,OTC,US,New York
9139,Checkpoint Therapeutics Inc,CKPT,False,True,USA,NASDAQ,US,New York
9140,Wellesley Bancorp Inc,WEBK,False,True,USA,NASDAQ,US,New York
9141,Bluelinx Hldgs Inc,BXC,False,True,USA,NYSE,US,New York
9142,Chicken Soup for the Soul Entertainment Inc - Clas,CSSE,False,True,USA,NASDAQ,US,New York
9143,Pacific Special Acquisition Corp,PAACU,False,True,USA,NASDAQ,US,New York
9144,Severn Bancorp Inc,SVBI,False,True,USA,NASDAQ,US,New York
9145,Sunesis Pharmaceuticals Inc,SNSS,False,True,USA,NASDAQ,US,New York
9146,Guaranty Federal Bancshares Inc,GFED,False,True,USA,NASDAQ,US,New York
9147,Genasys Inc,GNSS,False,True,USA,NASDAQ,US,New York
9148,Gulfport Energy Corp (New),GPOR,False,True,USA,NASDAQ,US,New York
